GeneID	padj	pvalue	lfcSE	stat	log2FoldChange	baseMean	Symbol	Description
23314	1.98e-02	8.34e-03	0.37	2.637965	0.9749744	5865.46	SATB2	SATB homeobox 2
440934	1.98e-02	8.35e-03	0.299	2.637629	0.7874185	137.38	CT75	cancer/testis associated transcript 75
23107	1.99e-02	8.36e-03	0.358	-2.637313	-0.9442246	1968.77	MRPS27	mitochondrial ribosomal protein S27
10904	1.99e-02	8.36e-03	0.216	-2.637277	-0.5686435	2552.92	BLCAP	BLCAP apoptosis inducing factor
63035	1.99e-02	8.37e-03	0.261	2.636722	0.6876954	580.32	BCORL1	BCL6 corepressor like 1
9616	1.99e-02	8.38e-03	0.25	-2.636548	-0.6590961	1907.75	RNF7	ring finger protein 7
105369743	1.99e-02	8.37e-03	0.717	2.636576	1.8898105	11.51	LOC105369743	uncharacterized LOC105369743
728642	1.99e-02	8.38e-03	0.224	2.636336	0.5909378	3011.87	CDK11A	cyclin dependent kinase 11A
9638	2.00e-02	8.41e-03	0.33	2.635068	0.8702197	954.2	FEZ1	fasciculation and elongation protein zeta 1
389289	2.00e-02	8.42e-03	0.538	2.634787	1.4183939	384.29	ANXA2R	annexin A2 receptor
10230	2.00e-02	8.42e-03	0.235	-2.634663	-0.6200077	274.4	NBR2	neighbor of BRCA1 lncRNA 2
55356	2.00e-02	8.44e-03	0.365	-2.634033	-0.9614906	917.5	SLC22A15	solute carrier family 22 member 15
113000	2.00e-02	8.44e-03	0.255	-2.634103	-0.6709456	599.42	RPUSD1	RNA pseudouridine synthase domain containing 1
199800	2.00e-02	8.44e-03	0.32	2.634061	0.8440895	61.7	ADM5	adrenomedullin 5 (putative)
84264	2.00e-02	8.45e-03	0.386	-2.633679	-1.0169456	328.02	HAGHL	hydroxyacylglutathione hydrolase like
1197	2.01e-02	8.47e-03	0.682	2.632577	1.7952812	12.2	CLK2P1	CDC like kinase 2, pseudogene 1
401320	2.01e-02	8.48e-03	0.275	2.632232	0.7233197	1203.93	GARS1-DT	GARS1 divergent transcript
5612	2.01e-02	8.49e-03	0.193	-2.63209	-0.5078156	2409.21	THAP12	THAP domain containing 12
8499	2.01e-02	8.49e-03	0.644	2.631853	1.6936679	416.88	PPFIA2	PTPRF interacting protein alpha 2
23710	2.01e-02	8.50e-03	0.397	-2.631632	-1.0438816	1522.69	GABARAPL1	GABA type A receptor associated protein like 1
107984661	2.02e-02	8.51e-03	0.327	2.631254	0.8595277	661.91	LOC107984661	uncharacterized LOC107984661
221937	2.02e-02	8.53e-03	0.306	-2.630212	-0.8035778	3296.83	FOXK1	forkhead box K1
90957	2.02e-02	8.54e-03	0.233	-2.630075	-0.6125207	843.28	DHX57	DExH-box helicase 57
79961	2.02e-02	8.54e-03	0.265	2.62992	0.6980115	634.44	DENND2D	DENN domain containing 2D
105372165	2.03e-02	8.56e-03	0.462	2.629291	1.2155069	41.7	LOC105372165	uncharacterized LOC105372165
5294	2.03e-02	8.58e-03	0.245	2.628449	0.642832	5020.58	PIK3CG	phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit gamma
10385	2.03e-02	8.58e-03	0.259	2.628237	0.680379	521.01	BTN2A2	butyrophilin subfamily 2 member A2
100996660	2.04e-02	8.59e-03	0.368	2.627768	0.9665307	111.64	LOC100996660	uncharacterized LOC100996660
10211	2.04e-02	8.60e-03	0.429	2.627636	1.126076	5874.16	FLOT1	flotillin 1
2644	2.04e-02	8.60e-03	0.366	-2.62746	-0.962519	72.64	GCHFR	GTP cyclohydrolase I feedback regulator
79758	2.04e-02	8.62e-03	0.321	2.626801	0.8436183	392.74	DHRS12	dehydrogenase/reductase 12
105377203	2.04e-02	8.62e-03	0.505	2.626787	1.3261322	36.58	LOC105377203	uncharacterized LOC105377203
7850	2.04e-02	8.62e-03	0.576	2.62668	1.5140773	135.15	IL1R2	interleukin 1 receptor type 2
105369355	2.04e-02	8.62e-03	0.7	-2.626588	-1.8377478	12.4	LOC105369355	
9937	2.04e-02	8.63e-03	0.345	-2.626403	-0.9060513	461.29	DCLRE1A	DNA cross-link repair 1A
9927	2.04e-02	8.63e-03	0.274	-2.626259	-0.7198669	5501.11	MFN2	mitofusin 2
201191	2.04e-02	8.63e-03	0.311	-2.626183	-0.8170647	397.45	SAMD14	sterile alpha motif domain containing 14
100288778	2.05e-02	8.65e-03	0.244	2.625692	0.6394977	1463.35	WASH8P	WAS protein family homolog 8, pseudogene
27037	2.05e-02	8.65e-03	0.305	-2.625398	-0.7997437	2209.91	TRMT2A	tRNA methyltransferase 2 homolog A
645	2.05e-02	8.68e-03	0.502	-2.624416	-1.3168657	1783.98	BLVRB	biliverdin reductase B
78994	2.06e-02	8.70e-03	0.188	2.623721	0.4922001	1840.62	PRR14	proline rich 14
440081	2.06e-02	8.70e-03	0.332	-2.623652	-0.8702701	455.19	DDX12P	DEAD/H-box helicase 12, pseudogene
7443	2.06e-02	8.71e-03	0.251	-2.623367	-0.658987	874.97	VRK1	VRK serine/threonine kinase 1
6778	2.06e-02	8.71e-03	0.248	2.623168	0.6511646	15937.3	STAT6	signal transducer and activator of transcription 6
51760	2.06e-02	8.71e-03	0.495	2.623224	1.2977526	132.25	SYT17	synaptotagmin 17
54947	2.06e-02	8.71e-03	0.257	2.623183	0.674797	4800.86	LPCAT2	lysophosphatidylcholine acyltransferase 2
729723	2.06e-02	8.72e-03	0.473	-2.622862	-1.2394096	58.24	DNAJC27-AS1	DNAJC27 antisense RNA 1
23122	2.06e-02	8.73e-03	0.288	-2.622597	-0.7554793	2709.14	CLASP2	cytoplasmic linker associated protein 2
57698	2.07e-02	8.74e-03	0.284	-2.622012	-0.7452371	1002.15	SHTN1	shootin 1
105373194	2.07e-02	8.76e-03	0.411	2.621296	1.0774587	56.21	LOC105373194	uncharacterized LOC105373194
57477	2.07e-02	8.76e-03	0.412	2.621102	1.0796772	236.1	SHROOM4	shroom family member 4
813	2.07e-02	8.78e-03	0.235	-2.620445	-0.6151334	8652.06	CALU	calumenin
100289388	2.08e-02	8.79e-03	0.39	-2.620213	-1.0226347	61.04	KCTD21-AS1	KCTD21 antisense RNA 1
9686	2.08e-02	8.80e-03	0.242	-2.61986	-0.6343276	1862.26	VGLL4	vestigial like family member 4
6624	2.08e-02	8.80e-03	0.33	2.619825	0.8654846	14979.71	FSCN1	fascin actin-bundling protein 1
124583	2.08e-02	8.80e-03	0.263	2.619724	0.6877299	5939.91	CANT1	calcium activated nucleotidase 1
79777	2.08e-02	8.80e-03	0.24	-2.61963	-0.6274511	502.64	ACBD4	acyl-CoA binding domain containing 4
440348	2.08e-02	8.81e-03	0.381	2.619474	0.9987749	111.96	NPIPB15	nuclear pore complex interacting protein family member B15
145567	2.08e-02	8.81e-03	0.224	2.619259	0.5864116	1934.41	TTC7B	tetratricopeptide repeat domain 7B
55738	2.08e-02	8.81e-03	0.223	2.619167	0.5832352	3468	ARFGAP1	ADP ribosylation factor GTPase activating protein 1
7174	2.08e-02	8.82e-03	0.271	-2.61908	-0.7090721	4729.35	TPP2	tripeptidyl peptidase 2
105370902	2.08e-02	8.82e-03	0.362	-2.618985	-0.9471398	112.88	LOC105370902	uncharacterized LOC105370902
4556	2.08e-02	8.82e-03	0.477	2.618927	1.2504091	4081.6	TRNE	tRNA-Glu
85390	2.08e-02	8.82e-03	0.491	2.618813	1.2854345	28.29	SNORD14D	small nucleolar RNA, C/D box 14D
23218	2.08e-02	8.83e-03	0.315	2.61872	0.8259971	4317.92	NBEAL2	neurobeachin like 2
6767	2.08e-02	8.83e-03	0.231	-2.618665	-0.6060805	12625.72	ST13	ST13 Hsp70 interacting protein
162655	2.08e-02	8.83e-03	0.408	-2.618408	-1.0694339	187.86	ZNF519	zinc finger protein 519
105373854	2.08e-02	8.84e-03	0.948	-2.618015	-2.4811806	7.64	LOC105373854	uncharacterized LOC105373854
51523	2.08e-02	8.84e-03	0.254	2.618	0.6653193	9578.4	CXXC5	CXXC finger protein 5
23173	2.08e-02	8.85e-03	0.358	-2.617949	-0.9365111	1632.61	METAP1	methionyl aminopeptidase 1
619571	2.09e-02	8.86e-03	0.419	2.617269	1.0969829	144.99	SNORD96A	small nucleolar RNA, C/D box 96A
56995	2.09e-02	8.87e-03	0.262	-2.616844	-0.6854978	1940.08	TULP4	TUB like protein 4
64223	2.09e-02	8.89e-03	0.241	-2.616384	-0.6295096	875.95	MLST8	MTOR associated protein, LST8 homolog
105377499	2.10e-02	8.93e-03	0.605	2.61478	1.5821038	44.89	LOC105377499	uncharacterized LOC105377499
25839	2.10e-02	8.94e-03	0.182	-2.614508	-0.4766704	2595.76	COG4	component of oligomeric golgi complex 4
100507290	2.11e-02	8.94e-03	0.191	-2.614371	-0.500505	1021.66	ZNF865	zinc finger protein 865
53340	2.11e-02	8.94e-03	0.298	-2.614224	-0.7796037	410.44	SPA17	sperm autoantigenic protein 17
101928630	2.11e-02	8.95e-03	0.332	-2.614001	-0.8689835	235.03	SMIM15-AS1	SMIM15 antisense RNA 1
56900	2.11e-02	8.96e-03	0.218	2.613568	0.5705868	3622.5	TMEM167B	transmembrane protein 167B
101929285	2.11e-02	8.96e-03	0.516	2.613425	1.3476382	39.6	LOC101929285	uncharacterized LOC101929285
6560	2.11e-02	8.98e-03	0.375	-2.612827	-0.9806255	1262.95	SLC12A4	solute carrier family 12 member 4
474383	2.12e-02	9.00e-03	0.228	2.612224	0.5961431	207.03	F8A2	coagulation factor VIII associated 2
374654	2.12e-02	9.01e-03	0.388	-2.611704	-1.0129607	83.73	KIF7	kinesin family member 7
100129550	2.12e-02	9.03e-03	0.561	-2.610935	-1.4640396	36.33	LINC02035	long intergenic non-protein coding RNA 2035
114625	2.13e-02	9.04e-03	0.173	2.61055	0.4503963	4940.74	ERMAP	erythroblast membrane associated protein (Scianna blood group)
654463	2.13e-02	9.04e-03	0.589	-2.610526	-1.5373834	37.22	FER1L6	fer-1 like family member 6
63923	2.13e-02	9.04e-03	0.36	2.610414	0.9389448	805.41	TNN	tenascin N
122616	2.13e-02	9.04e-03	0.347	2.610447	0.9050456	383.06	CLBA1	clathrin binding box of aftiphilin containing 1
57213	2.13e-02	9.05e-03	0.196	-2.610255	-0.5115484	463.37	SPRYD7	SPRY domain containing 7
25893	2.13e-02	9.06e-03	0.392	-2.609785	-1.0227464	1048.68	TRIM58	tripartite motif containing 58
79992	2.13e-02	9.07e-03	0.462	2.609558	1.2043208	361.18	AGPAT4-IT1	AGPAT4 intronic transcript 1
79616	2.13e-02	9.08e-03	1.035	2.609125	2.700794	35.1	CCNJL	cyclin J like
134957	2.13e-02	9.08e-03	0.427	2.608981	1.1152592	7472.56	STXBP5	syntaxin binding protein 5
23166	2.13e-02	9.08e-03	0.559	-2.608908	-1.4572099	2126.21	STAB1	stabilin 1
3836	2.14e-02	9.10e-03	0.29	2.608173	0.7561671	5237.11	KPNA1	karyopherin subunit alpha 1
23276	2.14e-02	9.11e-03	0.372	-2.607913	-0.9701178	1363.89	KLHL18	kelch like family member 18
2976	2.14e-02	9.12e-03	0.3	-2.607576	-0.7819388	2659.18	GTF3C2	general transcription factor IIIC subunit 2
4646	2.14e-02	9.12e-03	0.297	-2.607484	-0.7740411	6646.82	MYO6	myosin VI
84498	2.14e-02	9.12e-03	0.203	-2.607362	-0.52864	4219.86	FAM120B	family with sequence similarity 120B
23741	2.14e-02	9.13e-03	0.234	-2.607301	-0.6098545	7540.95	EID1	EP300 interacting inhibitor of differentiation 1
102725201	2.14e-02	9.13e-03	0.329	-2.607287	-0.857943	162.87	CEP250-AS1	CEP250 antisense RNA 1
85026	2.14e-02	9.13e-03	0.209	-2.607063	-0.5442622	584.64	ARRDC1-AS1	ARRDC1 antisense RNA 1
102724015	2.14e-02	9.13e-03	0.509	2.607011	1.3266589	69.35	SIPA1L1-AS1	SIPA1L1 antisense RNA 1
653319	2.14e-02	9.13e-03	0.246	2.606975	0.640132	1225.16	MATCAP1	microtubule associated tyrosine carboxypeptidase 1
23762	2.14e-02	9.14e-03	0.454	-2.606955	-1.1837241	35.69	OSBP2	oxysterol binding protein 2
201514	2.15e-02	9.14e-03	0.413	-2.606698	-1.0760688	320.06	ZNF584	zinc finger protein 584
85495	2.15e-02	9.15e-03	0.777	2.606531	2.0259124	66.25	RPPH1	ribonuclease P RNA component H1
105374179	2.15e-02	9.15e-03	0.888	2.60646	2.3145809	21.86	LOC105374179	uncharacterized LOC105374179
677826	2.15e-02	9.15e-03	0.594	2.606281	1.5483395	40.26	SNORA3B	small nucleolar RNA, H/ACA box 3B
169200	2.15e-02	9.16e-03	0.227	2.605866	0.5918942	792.21	TMEM64	transmembrane protein 64
23568	2.15e-02	9.18e-03	0.231	-2.605445	-0.6021131	2293.81	ARL2BP	ADP ribosylation factor like GTPase 2 binding protein
100873940	2.15e-02	9.19e-03	0.756	-2.605062	-1.9698078	61.65	MYLK-AS2	MYLK antisense RNA 2
23216	2.15e-02	9.19e-03	0.425	2.605073	1.1063526	5387.6	TBC1D1	TBC1 domain family member 1
768211	2.16e-02	9.20e-03	0.39	-2.604535	-1.0156217	474.19	RELL1	RELT like 1
646600	2.16e-02	9.20e-03	0.854	2.604412	2.2232697	25.7	IGF2BP2-AS1	IGF2BP2 antisense RNA 1
54862	2.16e-02	9.20e-03	0.232	-2.604399	-0.6054692	1338.77	CC2D1A	coiled-coil and C2 domain containing 1A
22853	2.16e-02	9.21e-03	0.248	2.60406	0.6466238	804.07	LMTK2	lemur tyrosine kinase 2
55003	2.16e-02	9.23e-03	0.281	-2.603402	-0.7317114	502.87	PAK1IP1	PAK1 interacting protein 1
94086	2.17e-02	9.25e-03	0.682	2.60269	1.7739281	11.52	HSPB9	heat shock protein family B (small) member 9
6567	2.17e-02	9.26e-03	0.318	-2.602254	-0.8264603	398.03	SLC16A2	solute carrier family 16 member 2
6018	2.17e-02	9.28e-03	0.306	2.601443	0.7949681	18011.89	RLF	RLF zinc finger
84790	2.18e-02	9.29e-03	0.242	-2.601162	-0.6285043	13019.86	TUBA1C	tubulin alpha 1c
107987192	2.18e-02	9.30e-03	0.503	2.600881	1.3094135	21.07	LOC107987192	uncharacterized LOC107987192
55223	2.18e-02	9.30e-03	0.304	2.600837	0.7901071	356.4	TRIM62	tripartite motif containing 62
598	2.18e-02	9.30e-03	0.201	2.600785	0.5232395	1420.19	BCL2L1	BCL2 like 1
8883	2.18e-02	9.30e-03	0.219	-2.600688	-0.5697523	1421.18	NAE1	NEDD8 activating enzyme E1 subunit 1
9183	2.18e-02	9.31e-03	0.236	-2.600625	-0.6146651	1212.09	ZW10	zw10 kinetochore protein
100874195	2.18e-02	9.32e-03	0.546	-2.599995	-1.419233	25.59	DIAPH3-AS1	DIAPH3 antisense RNA 1
113179	2.18e-02	9.32e-03	0.281	-2.600032	-0.7315678	210.82	ADAT3	adenosine deaminase tRNA specific 3
101928354	2.18e-02	9.33e-03	0.641	-2.599818	-1.6654264	18.01	LOC101928354	uncharacterized LOC101928354
105371356	2.19e-02	9.34e-03	0.846	-2.599308	-2.1997483	21.04	LOC105371356	uncharacterized LOC105371356
107985446	2.19e-02	9.36e-03	0.581	2.598551	1.5100089	24.09	LOC107985446	
23189	2.19e-02	9.37e-03	0.581	2.59822	1.5100325	1694.26	KANK1	KN motif and ankyrin repeat domains 1
105375132	2.21e-02	9.43e-03	0.486	2.596098	1.2617711	44.92	SDK1-AS1	SDK1 antisense RNA 1
23112	2.21e-02	9.45e-03	0.21	-2.595366	-0.5443283	2893.06	TNRC6B	trinucleotide repeat containing adaptor 6B
105371228	2.21e-02	9.45e-03	0.423	2.595239	1.0970707	81.63	LINC02804	long intergenic non-protein coding RNA 2804
643977	2.21e-02	9.45e-03	0.497	2.595157	1.2909228	3299.66	FLJ32255	uncharacterized LOC643977
1891	2.21e-02	9.46e-03	0.37	-2.595045	-0.9602287	2366.16	ECH1	enoyl-CoA hydratase 1
101928424	2.21e-02	9.46e-03	0.578	2.594871	1.4988277	79.19	TMEM123-DT	TMEM123 divergent transcript
10048	2.22e-02	9.49e-03	0.177	-2.593972	-0.4580701	2306.17	RANBP9	RAN binding protein 9
101927151	2.22e-02	9.49e-03	0.322	-2.593798	-0.8351396	259.27	LINC02987	long intergenic non-protein coding RNA 2987
41	2.22e-02	9.49e-03	0.445	-2.593724	-1.1552773	1358.13	ASIC1	acid sensing ion channel subunit 1
6556	2.22e-02	9.51e-03	0.583	-2.593006	-1.5112775	5714.99	SLC11A1	solute carrier family 11 member 1
79925	2.23e-02	9.53e-03	0.435	2.5924	1.128867	176.46	SPEF2	sperm flagellar 2
7597	2.23e-02	9.55e-03	0.273	-2.591646	-0.7076295	1220.42	ZBTB25	zinc finger and BTB domain containing 25
105369325	2.23e-02	9.56e-03	0.671	2.591392	1.7392173	594.31	LOC105369325	uncharacterized LOC105369325
59349	2.23e-02	9.56e-03	0.194	-2.591205	-0.503251	3170.09	KLHL12	kelch like family member 12
107984841	2.24e-02	9.57e-03	0.35	2.59088	0.907815	186.43	LOC107984841	replaced by ID 100288069
728833	2.24e-02	9.58e-03	0.299	2.590801	0.7747011	837.22	FAM72D	family with sequence similarity 72 member D
102724380	2.24e-02	9.57e-03	0.652	2.590866	1.6890737	23.36	LINC02316	long intergenic non-protein coding RNA 2316
90338	2.24e-02	9.58e-03	0.216	2.590787	0.5588523	1650.11	ZNF160	zinc finger protein 160
151790	2.24e-02	9.59e-03	0.513	2.590251	1.3299444	69.47	WDR49	WD repeat domain 49
140606	2.24e-02	9.60e-03	0.448	2.589787	1.1607857	77.96	SELENOM	selenoprotein M
128506	2.24e-02	9.61e-03	0.833	2.589493	2.1575874	20.36	OCSTAMP	osteoclast stimulatory transmembrane protein
105377104	2.24e-02	9.62e-03	0.889	-2.589205	-2.3027147	20.16	LOC105377104	uncharacterized LOC105377104
84062	2.24e-02	9.62e-03	0.212	2.589237	0.5501957	534.6	DTNBP1	dystrobrevin binding protein 1
23191	2.25e-02	9.64e-03	0.344	-2.588527	-0.8916054	15449.02	CYFIP1	cytoplasmic FMR1 interacting protein 1
11248	2.25e-02	9.65e-03	0.623	2.588276	1.6130282	57.53	NXPH3	neurexophilin 3
56648	2.25e-02	9.65e-03	0.238	-2.588235	-0.6147715	815.17	EIF5A2	eukaryotic translation initiation factor 5A2
896	2.25e-02	9.65e-03	0.227	-2.588156	-0.588773	5390.54	CCND3	cyclin D3
651302	2.25e-02	9.66e-03	0.409	-2.587778	-1.0596878	48.17	ZKSCAN8P1	ZKSCAN8 pseudogene 1
285193	2.25e-02	9.66e-03	0.289	-2.587701	-0.7478536	181.68	DUSP28	dual specificity phosphatase 28
55540	2.25e-02	9.67e-03	0.243	-2.587308	-0.6283444	180.52	IL17RB	interleukin 17 receptor B
192111	2.26e-02	9.68e-03	0.389	-2.586906	-1.0051765	1236.14	PGAM5	PGAM family member 5, mitochondrial serine/threonine protein phosphatase
94239	2.26e-02	9.69e-03	0.33	-2.586774	-0.8543677	4168.89	H2AZ2	H2A.Z variant histone 2
257106	2.26e-02	9.70e-03	0.328	-2.586275	-0.8483985	14897.03	ARHGAP30	Rho GTPase activating protein 30
100507291	2.26e-02	9.70e-03	0.38	-2.586237	-0.9824797	142.05	COPB2-DT	COPB2 divergent transcript
105372426	2.26e-02	9.71e-03	0.298	-2.585979	-0.7700618	163.15	LOC105372426	uncharacterized LOC105372426
10113	2.27e-02	9.73e-03	0.227	-2.585164	-0.5871004	2665.44	PREB	prolactin regulatory element binding
6738	2.27e-02	9.75e-03	0.232	2.584671	0.5988048	4395	RO60	Ro60, Y RNA binding protein
158586	2.27e-02	9.75e-03	0.266	2.584434	0.6881438	599.23	ZXDB	zinc finger X-linked duplicated B
2125	2.27e-02	9.76e-03	0.994	-2.584339	-2.5685905	19.56	EVPL	envoplakin
92140	2.27e-02	9.76e-03	0.211	-2.584072	-0.5446573	21405.67	MTDH	metadherin
107984384	2.27e-02	9.77e-03	0.851	2.5838	2.1986921	86.63	LOC107984384	
27136	2.28e-02	9.78e-03	0.941	2.583681	2.4308455	13.07	MORC1	MORC family CW-type zinc finger 1
57396	2.28e-02	9.78e-03	0.215	2.58334	0.5558658	1206.24	CLK4	CDC like kinase 4
9162	2.28e-02	9.79e-03	0.798	2.583335	2.0610786	27.44	DGKI	diacylglycerol kinase iota
285382	2.28e-02	9.79e-03	0.568	-2.583031	-1.4661428	129.5	C3orf70	chromosome 3 open reading frame 70
107986488	2.28e-02	9.82e-03	0.278	2.582039	0.7183836	152.68	LOC107986488	
643008	2.29e-02	9.82e-03	0.453	2.581968	1.1707328	37.56	SMIM5	small integral membrane protein 5
9391	2.29e-02	9.84e-03	0.206	-2.581564	-0.5322901	3895.65	CIAO1	cytosolic iron-sulfur assembly component 1
221692	2.29e-02	9.84e-03	0.357	-2.58135	-0.9203115	333.48	PHACTR1	phosphatase and actin regulator 1
83786	2.29e-02	9.84e-03	0.193	2.581245	0.4972621	2608.01	FRMD8	FERM domain containing 8
105371481	2.29e-02	9.85e-03	0.354	-2.580907	-0.914322	374.75	LOC105371481	uncharacterized LOC105371481
5742	2.30e-02	9.88e-03	0.296	-2.580151	-0.7631549	15754.3	PTGS1	prostaglandin-endoperoxide synthase 1
55888	2.30e-02	9.91e-03	0.301	-2.578896	-0.7768228	97.7	ZKSCAN7	zinc finger with KRAB and SCAN domains 7
90025	2.31e-02	9.92e-03	0.346	-2.578573	-0.8926043	105.63	UBE3D	ubiquitin protein ligase E3D
79738	2.31e-02	9.93e-03	0.305	-2.578108	-0.7853192	955.85	BBS10	Bardet-Biedl syndrome 10
8646	2.31e-02	9.94e-03	0.745	2.578053	1.9199361	18.03	CHRD	chordin
85443	2.31e-02	9.94e-03	0.643	2.577845	1.6587212	60.72	DCLK3	doublecortin like kinase 3
116064	2.31e-02	9.95e-03	0.294	-2.57773	-0.7577561	5183.39	LRRC58	leucine rich repeat containing 58
2824	2.31e-02	9.95e-03	0.304	2.577482	0.7845389	114.63	GPM6B	glycoprotein M6B
94031	2.32e-02	9.98e-03	0.488	-2.576584	-1.2581783	76.41	HTRA3	HtrA serine peptidase 3
94081	2.32e-02	9.98e-03	0.354	-2.576571	-0.9115396	1412.26	SFXN1	sideroflexin 1
79603	2.32e-02	9.98e-03	0.386	-2.57657	-0.9934102	550.01	CERS4	ceramide synthase 4
107985395	2.32e-02	1.00e-02	0.481	2.57546	1.2396958	30.27	PANK2-AS1	PANK2 antisense RNA 1
23616	2.33e-02	1.00e-02	0.204	-2.575086	-0.525881	4122.84	SH3BP1	SH3 domain binding protein 1
5690	2.33e-02	1.00e-02	0.184	2.575003	0.4744998	5459.74	PSMB2	proteasome 20S subunit beta 2
4734	2.33e-02	1.00e-02	0.274	2.574859	0.7052253	1453.96	NEDD4	NEDD4 E3 ubiquitin protein ligase
112609	2.33e-02	1.00e-02	0.479	2.574563	1.2321923	159.1	MRAP2	melanocortin 2 receptor accessory protein 2
26225	2.33e-02	1.00e-02	0.244	-2.574133	-0.6293511	2883.11	ARL5A	ADP ribosylation factor like GTPase 5A
83594	2.34e-02	1.01e-02	0.202	-2.572937	-0.5203065	1074.05	NUDT12	nudix hydrolase 12
81857	2.34e-02	1.01e-02	0.24	2.572898	0.618093	3751.06	MED25	mediator complex subunit 25
441454	2.34e-02	1.01e-02	0.768	2.57284	1.9756295	30.4	PTMAP11	prothymosin alpha pseudogene 11
84449	2.34e-02	1.01e-02	0.178	2.572606	0.457061	1928.54	ZNF333	zinc finger protein 333
387712	2.34e-02	1.01e-02	0.293	-2.572552	-0.7539609	230.11	ENO4	enolase 4
790	2.34e-02	1.01e-02	0.528	-2.572124	-1.3582328	1966.02	CAD	carbamoyl-phosphate synthetase 2, aspartate transcarbamylase, and dihydroorotase
340390	2.35e-02	1.01e-02	0.331	2.571395	0.8513207	119.96	WDR97	WD repeat domain 97
51319	2.35e-02	1.01e-02	0.319	-2.571071	-0.8199545	3072.93	RSRC1	arginine and serine rich coiled-coil 1
392617	2.35e-02	1.01e-02	0.449	-2.571065	-1.1532223	102.46	ELFN1	extracellular leucine rich repeat and fibronectin type III domain containing 1
79000	2.35e-02	1.01e-02	0.239	-2.570886	-0.6145799	420.03	AUNIP	aurora kinase A and ninein interacting protein
729582	2.35e-02	1.01e-02	0.408	2.570917	1.0494054	186.86	DIRC3	disrupted in renal carcinoma 3
2889	2.35e-02	1.02e-02	0.301	2.570326	0.7727782	23396.72	RAPGEF1	Rap guanine nucleotide exchange factor 1
57226	2.35e-02	1.02e-02	0.22	-2.5702	-0.5642367	3972.16	LYRM2	LYR motif containing 2
10279	2.36e-02	1.02e-02	0.384	-2.570084	-0.9880242	111.24	PRSS16	serine protease 16
100506392	2.36e-02	1.02e-02	0.346	2.568884	0.8890394	85.67	SLC16A1-AS1	SLC16A1 antisense RNA 1
4201	2.36e-02	1.02e-02	0.254	-2.568836	-0.6523661	4558.81	MEA1	male-enhanced antigen 1
101927761	2.36e-02	1.02e-02	0.235	-2.568541	-0.6025579	220.03	TH2LCRR	T helper type 2 locus control region associated RNA
51176	2.37e-02	1.02e-02	0.488	2.567789	1.2518401	412.24	LEF1	lymphoid enhancer binding factor 1
100506746	2.37e-02	1.02e-02	0.379	2.567693	0.9737476	271.69	AFF1-AS1	AFF1 antisense RNA 1
55727	2.37e-02	1.02e-02	0.234	2.567311	0.5995357	3577.82	BTBD7	BTB domain containing 7
84612	2.38e-02	1.03e-02	0.348	-2.566494	-0.8935606	73.86	PARD6B	par-6 family cell polarity regulator beta
53841	2.38e-02	1.03e-02	0.848	2.566138	2.1769546	9.66	CDHR5	cadherin related family member 5
93107	2.38e-02	1.03e-02	1.13	-2.565528	-2.8981693	10.31	KCNG4	potassium voltage-gated channel modifier subfamily G member 4
56963	2.38e-02	1.03e-02	0.509	-2.565344	-1.3053513	45.88	RGMA	repulsive guidance molecule BMP co-receptor a
101928163	2.39e-02	1.03e-02	0.824	-2.565152	-2.1136379	14.35	LOC101928163	uncharacterized LOC101928163
10613	2.39e-02	1.03e-02	0.267	-2.564924	-0.6848841	874.19	ERLIN1	ER lipid raft associated 1
84232	2.39e-02	1.03e-02	0.22	-2.564397	-0.5653849	3001.32	MAF1	MAF1 homolog, negative regulator of RNA polymerase III
126308	2.39e-02	1.03e-02	0.306	-2.564432	-0.7850824	4777.62	MOB3A	MOB kinase activator 3A
8821	2.40e-02	1.04e-02	0.405	2.563504	1.0384887	1830.35	INPP4B	inositol polyphosphate-4-phosphatase type II B
493869	2.40e-02	1.04e-02	0.289	-2.563153	-0.7399605	296.79	GPX8	glutathione peroxidase 8 (putative)
56271	2.40e-02	1.04e-02	0.578	-2.563062	-1.4826351	196.86	BEX4	brain expressed X-linked 4
7098	2.40e-02	1.04e-02	0.435	2.562941	1.1154604	113.41	TLR3	toll like receptor 3
4921	2.40e-02	1.04e-02	0.443	2.562132	1.1362258	46.34	DDR2	discoidin domain receptor tyrosine kinase 2
25917	2.40e-02	1.04e-02	0.237	-2.562046	-0.6075407	2089.36	THUMPD3	THUMP domain containing 3
55856	2.41e-02	1.04e-02	0.303	2.561861	0.7751666	1944.43	ACOT13	acyl-CoA thioesterase 13
105371770	2.41e-02	1.04e-02	0.576	2.561801	1.4758627	31.11	LOC105371770	uncharacterized LOC105371770
51755	2.41e-02	1.04e-02	0.338	2.561312	0.8668082	6824.99	CDK12	cyclin dependent kinase 12
26190	2.41e-02	1.04e-02	0.219	-2.561171	-0.5617187	2959.91	FBXW2	F-box and WD repeat domain containing 2
55901	2.41e-02	1.04e-02	0.333	2.561149	0.8538296	63.68	THSD1	thrombospondin type 1 domain containing 1
9541	2.41e-02	1.04e-02	0.441	2.560982	1.1294928	2712.17	CIR1	corepressor interacting with RBPJ, CIR1
